 38 |                                |  14               29 1.142e-06 |  14               29 1.273e-06 |  14               27 6.310e-07 |
 39 |                                |  14               34 7.620e-07 |  14               31 8.310e-07 |  14               27 5.310e-07 |
 40 |                                |  14               35 6.910e-07 |  14               29 5.710e-07 |  14               27 4.200e-07 |
 41 |                                |  15               32 6.010e-07 |  15               32 5.910e-07 |  15               29 4.410e-07 |
 42 |                                |  15               37 6.720e-07 |  15               34 6.010e-07 |  15               29 4.010e-07 |
 43 |                                |  15               38 6.310e-07 |  15               32 5.410e-07 |  15               29 3.910e-07 |
 44 |                                |  16               35 6.110e-07 |  16               35 5.620e-07 |  16               31 4.000e-07 |
 45 |                                |  16               40 7.210e-07 |  16               37 6.110e-07 |  16               31 4.010e-07 |
 46 |                                |  16               42 7.220e-07 |  16               36 5.810e-07 |  16               31 4.110e-07 |
 47 |                                |  16               40 7.110e-07 |  16               33 5.410e-07 |  16               31 4.400e-07 |
 48 |                                |  17               35 5.910e-07 |  17               35 5.410e-07 |  17               33 4.010e-07 |
 49 |                                |  17               40 6.410e-07 |  17               37 5.420e-07 |  17               33 4.100e-07 |
 50 |                                |  17               41 6.410e-07 |  17               35 1.683e-06 |  17               33 1.182e-06 |
 55 |                                |  19               70 2.514e-06 |  19               38 1.262e-06 |  19               37 7.210e-07 |
 60 |                                |  22               67 1.142e-06 |  22               44 8.220e-07 |  22               43 7.210e-07 |
 65 |                                |  24              115 1.713e-06 |  24               50 7.420e-07 |  24               47 6.310e-07 |
 70 |                                |  25              242 2.705e-06 |  25               57 8.210e-07 |  25               49 5.510e-07 |
 75 |                                |  26              137 1.763e-06 |  26               58 8.520e-07 |  26               51 5.610e-07 |
 80 |                                |  27              125 1.603e-06 |  27               61 8.310e-07 |  27               53 5.610e-07 |
 85 |                                |  28              128 1.674e-06 |  28               66 1.022e-06 |  28               55 5.610e-07 |
 90 |                                |  30              107 1.883e-06 |  30               68 1.293e-06 |  30               59 6.110e-07 |
 95 |                                |  32              133 2.103e-06 |  32               72 1.422e-06 |  32               63 8.720e-07 |
100 |                                |  35              100 1.302e-06 |  35               78 6.742e-06 |  35               69 1.312e-06 |
110 |                                |  39              431 5.620e-06 |  39               90 1.873e-06 |  39               77 1.002e-06 |
120 |                                |  42              433 4.889e-06 |  42               97 1.353e-06 |  42               83 1.042e-06 |
130 |                                |  44              739 7.474e-06 |  44              108 1.363e-06 |  44               87 8.210e-07 |
140 |                                |  46              952 9.057e-06 |  46              113 1.273e-06 |  46               91 7.810e-07 |
150 |                                |  48             1591 1.534e-05 |  48              122 1.473e-06 |  48               95 8.510e-07 |
160 |                                |  51             3618 3.399e-05 |  51              112 1.443e-06 |  51              101 1.032e-06 |
170 |                                |  56              297 2.926e-06 |  56              122 1.292e-06 |  56              111 1.042e-06 |
180 |                                |  60              330 3.276e-06 |  60              137 1.373e-06 |  60              119 9.410e-07 |
190 |                                |  62              628 5.691e-06 |  62              149 1.613e-06 |  62              123 9.620e-07 |
200 |                                |  64              527 5.150e-06 |  64              155 2.916e-06 |  64              127 1.944e-06 |
220 |                                |  71             2789 2.272e-05 |  71              152 2.695e-06 |  71              141 1.613e-06 |
240 |                                |  79             5233 4.227e-05 |  79              173 1.973e-06 |  79              157 1.734e-06 |
260 |                                |  83            13073 1.199e-04 |  83              177 1.793e-06 |  83              165 1.423e-06 |
280 |                                |  90             8781 6.604e-05 |  90              190 2.004e-06 |  90              179 1.412e-06 |
300 |                                |  98            11047 8.090e-05 |  98              209 2.024e-06 |  98              195 1.452e-06 |
320 |                                | 102            12365 9.611e-05 | 102              214 2.134e-06 | 102              203 1.453e-06 |
340 |                                | 112            47896 3.212e-04 | 112              236 2.204e-06 | 112              223 1.563e-06 |
360 |                                | 116            19882 1.481e-04 | 116              244 2.304e-06 | 116              231 1.633e-06 |
380 |                                | 121            41701 3.509e-04 | 121              264 2.815e-06 | 121              241 1.633e-06 |
400 |                                | 130            36507 2.768e-04 | 130              278 3.657e-06 | 130              259 2.985e-06 |
420 |                                | 136           126361 9.772e-04 | 136              299 3.797e-06 | 136              271 2.675e-06 |
440 |                                | 141           133547 1.012e-03 | 141              300 3.086e-06 | 141              281 2.825e-06 |
460 |                                | 148           171831 1.224e-03 | 148              315 2.906e-06 | 148              295 2.344e-06 |
480 |                                | 153           680193 5.318e-03 | 153              334 3.116e-06 | 153              305 2.205e-06 |
500 |                                | 159            75667 5.813e-04 | 159              337 3.206e-06 | 159              317 2.334e-06 |
520 |                                | 166            85252 6.485e-04 | 166              357 3.376e-06 | 166              331 2.415e-06 |
540 |                                | 171           419265 3.357e-03 | 171              377 3.546e-06 | 171              341 2.345e-06 |
560 |                                | 177           140082 1.116e-03 | 177              376 3.577e-06 | 177              353 2.515e-06 |
580 |                                | 184           184278 1.427e-03 | 184              396 3.667e-06 | 184              367 2.535e-06 |
600 |                                | 188           215350 1.720e-03 | 188              409 3.677e-06 | 188              375 2.595e-06 |
620 |                                | 195           279444 2.306e-03 | 195              416 3.917e-06 | 195              389 2.906e-06 |
640 |                                | 203           822306 6.069e-03 | 203              440 3.928e-06 | 203              405 2.725e-06 |
660 |                                | 207           722132 5.479e-03 | 207              443 3.878e-06 | 207              413 2.765e-06 |
680 |                                | 213          1113176 8.263e-03 | 213              454 4.077e-06 | 213              425 2.986e-06 |
700 |                                | 221           551956 4.236e-03 | 221              475 4.308e-06 | 221              441 3.006e-06 |
720 |                                | 226           901195 7.594e-03 | 226              483 4.459e-06 | 226              451 3.276e-06 |
740 |                                | 235           947885 7.228e-03 | 235              502 4.528e-06 | 235              469 3.477e-06 |
760 |                                | 240          1472758 1.145e-02 | 240              527 5.160e-06 | 240              479 5.160e-06 |
780 |                                | 244          3422214 2.836e-02 | 244              532 6.392e-06 | 244              487 5.600e-06 |
800 |                                | 253          3465155 2.349e-02 | 253              538 7.173e-06 | 253              505 7.945e-06 |
