  1 |   1                2 3.767e-06 |   1                2 1.913e-06 |   1                2 1.643e-06 |   1                1 3.310e-07 |
  2 |   2                3 5.310e-07 |   2                3 4.310e-07 |   2                3 4.600e-07 |   2                3 3.300e-07 |
  3 |   3                5 5.210e-07 |   3                5 5.010e-07 |   3                5 5.410e-07 |   3                5 3.100e-07 |
  4 |   3                8 6.310e-07 |   3                8 6.020e-07 |   3                5 4.710e-07 |   3                5 3.910e-07 |
  5 |   4               13 7.720e-07 |   4                7 5.010e-07 |   4                7 6.010e-07 |   4                7 3.900e-07 |
  6 |   4               22 8.410e-07 |   4               11 6.410e-07 |   4                8 5.610e-07 |   4                7 3.600e-07 |
  7 |   5               36 9.220e-07 |   5               10 5.110e-07 |   5               10 5.310e-07 |   5                9 3.210e-07 |
  8 |   5               60 1.112e-06 |   5               15 5.710e-07 |   5               12 5.310e-07 |   5                9 3.510e-07 |
  9 |   5              100 1.553e-06 |   5               16 5.910e-07 |   5               10 5.010e-07 |   5                9 3.610e-07 |
 10 |   6              167 2.124e-06 |   6               13 1.312e-06 |   6               13 3.778e-06 |   6               11 2.024e-06 |
 11 |   6              279 4.078e-06 |   6               18 2.695e-06 |   6               15 2.885e-06 |   6               11 3.910e-07 |
 12 |   6              465 3.747e-06 |   6               19 5.910e-07 |   6               13 4.810e-07 |   6               11 3.110e-07 |
 13 |   7              777 5.661e-06 |   7               17 4.810e-07 |   7               17 4.710e-07 |   7               13 3.100e-07 |
 14 |   7             1297 9.027e-06 |   7               23 5.710e-07 |   7               20 5.100e-07 |   7               13 3.010e-07 |
 15 |   7             2165 1.463e-05 |   7               26 6.010e-07 |   7               20 5.010e-07 |   7               13 2.910e-07 |
 16 |   7             3614 2.781e-05 |   7               26 6.010e-07 |   7               16 4.610e-07 |   7               13 3.100e-07 |
 17 |   8             6031 3.938e-05 |   8               20 4.500e-07 |   8               20 4.910e-07 |   8               15 3.110e-07 |
 18 |   8            10065 6.524e-05 |   8               26 5.210e-07 |   8               23 5.110e-07 |   8               15 2.910e-07 |
 19 |   8            16795 1.085e-04 |   8               30 6.120e-07 |   8               24 5.910e-07 |   8               15 2.900e-07 |
 20 |   8            28024 1.804e-04 |   8               31 2.014e-06 |   8               21 3.126e-06 |   8               15 3.086e-06 |
 21 |   9            46758 3.300e-04 |   9               25 1.744e-06 |   9               25 1.743e-06 |   9               17 5.010e-07 |
 22 |   9            78011 4.901e-04 |   9               32 9.820e-07 |   9               29 9.120e-07 |   9               17 4.310e-07 |
 23 |   9           129304 8.330e-04 |   9               34 9.110e-07 |   9               28 7.310e-07 |   9               17 3.510e-07 |
 24 |   9           214870 1.393e-03 |   9               34 8.520e-07 |   9               25 7.710e-07 |   9               17 3.510e-07 |
 25 |   9           357608 2.846e-03 |   9               30 3.817e-06 |   9               19 2.836e-06 |   9               17 4.410e-07 |
 26 |  10           594940 3.822e-03 |  10               21 8.310e-07 |  10               21 9.520e-07 |  10               19 3.710e-07 |
 27 |  10           990850 7.387e-03 |  10               26 3.086e-06 |  10               23 2.625e-06 |  10               19 5.310e-07 |
 28 |  10          1659314 1.123e-02 |  10               27 2.775e-06 |  10               21 2.495e-06 |  10               19 6.810e-07 |
 29 |  11          2758192 1.781e-02 |  11               23 1.383e-06 |  11               23 1.452e-06 |  11               21 6.310e-07 |
 30 |  11          4589749 2.913e-02 |  11               28 1.503e-06 |  11               25 1.512e-06 |  11               21 6.310e-07 |
 31 |  11          7650000 4.859e-02 |  11               29 1.203e-06 |  11               23 8.920e-07 |  11               21 5.110e-07 |
 32 |  12         12734890 8.150e-02 |  12               25 1.764e-06 |  12               25 1.694e-06 |  12               23 6.710e-07 |
 33 |  12         21216800 1.352e-01 |  12               30 1.654e-06 |  12               27 1.754e-06 |  12               23 6.010e-07 |
 34 |  12         35352627 2.250e-01 |  12               31 1.814e-06 |  12               25 1.633e-06 |  12               23 6.110e-07 |
 35 |  13         58896125 3.727e-01 |  13               27 1.552e-06 |  13               27 1.593e-06 |  13               25 6.420e-07 |
 36 |  13         98140913 6.241e-01 |  13               32 1.854e-06 |  13               29 1.703e-06 |  13               25 5.910e-07 |
 37 |  13        163522865 1.044e+00 |  13               33 2.264e-06 |  13               27 1.823e-06 |  13               25 7.410e-07 |
